19547;Júlio Alves Pinto;3.72
27210;Rafaela Cardoso Barros;7.80
3849;Bianca Pereira Silva;0.56
26578;Bruna Correia Araujo;5.13
2077;Mateus Pinto Correia;6.83
2957;Vinicius Rocha Pereira;0.02
9599;Julian Barros Lima;7.41
14577;Vinicius Correia Araujo;8.47
13258;Luana Martins Gomes;8.07
22212;Igor Rodrigues Dias;0.23
26124;Carla Cunha Martins;4.10
29838;Nicolash Cavalcanti Ferreira;0.47
29041;Sarah Cavalcanti Sousa;5.38
23008;Leila Fernandes Sousa;5.55
28938;Carlos Ribeiro Barros;2.84
29404;Maria Lima Rocha;6.32
711;Nicolash Gomes Cavalcanti;3.89
19405;Amanda Ribeiro Goncalves;7.50
20127;Gustavo Barros Barros;1.12
438;Martim Pereira Gomes;8.94
12473;Thaís Almeida Melo;1.97
12825;Nicolash Costa Fernandes;6.96
14998;Sarah Ferreira Melo;9.64
27892;Danilo Barros Lima;5.57
29983;Ágatha Almeida Lima;8.91
28083;Matheus Rodrigues Correia;1.49
8429;Fábio Pinto Rodrigues;1.59
21808;Luan Goncalves Souza;9.57
23304;Emily Santos Silva;8.01
24786;Tiago Cavalcanti Martins;5.66
22210;Ana Oliveira Souza;0.81
16564;Kai Castro Martins;5.92
29565;Camila Fernandes Barbosa;6.92
11783;Daniel Santos Araujo;7.17
10395;Alice Carvalho Rodrigues;5.75
15493;Letícia Costa Cardoso;7.22
2585;Murilo Castro Oliveira;7.11
1252;Julia Alves Sousa;2.91
861;Antônio Araujo Souza;8.06
20768;Beatrice Cavalcanti Rodrigues;8.31
26953;Giovanna Alves Cavalcanti;9.52
7460;Gabriel Alves Pinto;2.08
13750;André Correia Rodrigues;8.27
9305;Anna Gomes Azevedo;9.33
16736;José Dias Santos;2.51
21811;Rafael Sousa Lima;1.46
28876;Letícia Martins Rodrigues;1.65
13500;Murilo Martins Barros;6.83
15506;Giovana Silva Cunha;7.99
19946;Nicolash Sousa Ferreira;2.50
6109;Bruno Melo Gomes;5.39
18318;Thaís Oliveira Pereira;5.24
11314;Raissa Ribeiro Carvalho;7.32
2632;Igor Goncalves Gomes;5.80
26871;Rafael Martins Pinto;0.64
190;Douglas Carvalho Alves;1.48
5575;Diogo Barbosa Barbosa;2.47
4079;Beatriz Correia Cunha;8.23
25106;Giovanna Sousa Correia;6.58
14101;Beatriz Gomes Araujo;5.59
9832;Thaís Carvalho Oliveira;4.10
11033;Luiz Araujo Cardoso;7.51
19889;Vinicius Carvalho Fernandes;6.59
8517;Melissa Almeida Cardoso;2.52
2549;Raissa Cavalcanti Melo;2.75
23565;Lara Costa Correia;4.18
28495;Estevan Cardoso Rodrigues;0.95
6649;Clara Lima Fernandes;4.26
4095;Yasmin Costa Dias;3.80
23710;Beatriz Pereira Almeida;7.20
28163;Yasmin Pinto Ribeiro;9.16
9730;Melissa Fernandes Oliveira;2.10
13800;Tomás Barros Carvalho;3.77
22112;Vinicius Lima Pereira;3.36
19880;Otávio Goncalves Lima;6.77
26528;Julia Lima Goncalves;4.06
26436;Julian Martins Gomes;3.36
23863;Gabrielle Correia Pereira;3.19
3462;Arthur Barbosa Azevedo;2.43
11803;Cauã Martins Gomes;2.24
21354;Carolina Ribeiro Martins;1.80
12751;Davi Sousa Melo;2.79
17567;Luiz Barbosa Santos;5.52
3381;Arthur Sousa Alves;8.93
1596;Antônio Cavalcanti Martins;5.79
14537;Lara Silva Cunha;6.07
23465;Nicole Carvalho Correia;1.29
7105;Rebeca Almeida Melo;3.22
27402;João Dias Oliveira;0.78
19000;Lara Melo Pereira;8.83
15829;Arthur Rocha Castro;9.42
28864;Erick Goncalves Costa;3.79
20482;Vitória Pereira Melo;1.81
6995;Nicolash Cardoso Cardoso;6.33
14500;Nicole Santos Oliveira;4.91
13494;Enzo Cavalcanti Oliveira;3.18
2340;Ryan Fernandes Barros;9.00
18259;Vitória Rocha Azevedo;9.31
20693;Rafael Ferreira Ferreira;9.23
22999;Julia Alves Souza;6.92
12383;Eduarda Silva Martins;1.11
574;Kauã Alves Carvalho;8.27
13606;Vitória Lima Souza;3.47
1871;Matheus Lima Correia;9.44
1299;Vitor Castro Alves;0.12
26341;Rodrigo Araujo Martins;8.13
3534;Eduarda Rocha Santos;5.97
29232;Paulo Almeida Santos;3.18
11190;Livia Sousa Costa;3.08
27247;Leila Pereira Castro;9.12
3009;Eduardo Gomes Ferreira;9.13
5183;Emily Santos Ribeiro;7.79
28328;Eduardo Castro Castro;5.11
3571;Beatrice Almeida Almeida;5.37
12857;Melissa Sousa Araujo;1.92
25354;Rafael Dias Dias;1.69
10693;Miguel Azevedo Santos;7.00
19365;Rafaela Almeida Dias;7.91
2272;Arthur Araujo Ribeiro;1.73
17603;Martim Barbosa Santos;5.47
20993;Diego Sousa Cunha;4.37
1071;Kaua Cavalcanti Santos;1.80
25928;Rebeca Goncalves Almeida;0.17
22446;Diogo Correia Azevedo;0.09
25374;Guilherme Sousa Cunha;2.05
742;Marisa Martins Oliveira;0.63
20188;Leonor Dias Cavalcanti;9.74
14872;Emily Martins Correia;8.16
19323;Leonardo Lima Rocha;5.24
15308;Breno Alves Lima;2.08
13944;Lavinia Souza Correia;3.75
9905;Evelyn Araujo Cavalcanti;5.91
8255;Matheus Pinto Fernandes;6.96
6395;Davi Silva Rocha;5.73
24218;Luis Azevedo Silva;4.47
9585;Kauã Oliveira Pereira;5.98
10883;Igor Fernandes Silva;2.35
12819;João Ribeiro Oliveira;7.54
1468;Nicolash Correia Barbosa;7.40
9661;Luis Rocha Pereira;7.82
11741;Júlio Costa Rodrigues;3.60
12802;Melissa Barros Oliveira;9.85
22068;Kai Ferreira Martins;1.97
22222;Marisa Pereira Costa;8.92
22353;Kai Goncalves Silva;9.38
29808;Breno Silva Silva;9.07
9541;Alex Costa Rocha;3.28
26370;Enzo Rodrigues Ferreira;5.54
19991;Luan Santos Barbosa;4.43
18904;Eduardo Ribeiro Barros;7.05
2606;Emilly Lima Pereira;4.26
13010;Rafael Pereira Cunha;7.74
1422;Brenda Araujo Santos;8.15
24845;Laura Melo Goncalves;0.48
4369;Lara Rodrigues Santos;5.10
11960;Julieta Azevedo Martins;7.44
26025;Vitoria Rocha Cardoso;6.46
6043;Fernanda Carvalho Lima;9.35
27798;Marina Oliveira Fernandes;0.88
587;Luiz Cardoso Sousa;0.16
6964;Rafaela Souza Carvalho;2.93
22828;Vitória Oliveira Rodrigues;4.26
27778;Livia Almeida Goncalves;5.15
10135;Kauã Silva Pereira;8.08
23891;Miguel Cavalcanti Oliveira;7.93
19341;Luan Martins Gomes;9.98
22989;Matheus Alves Dias;9.97
25183;Paulo Rocha Oliveira;9.95
924;Bianca Rodrigues Pinto;5.13
28398;Emilly Goncalves Pinto;8.29
2347;Luiza Goncalves Almeida;7.11
21045;Luan Correia Goncalves;5.07
4688;Victor Araujo Araujo;9.21
14881;Vitória Almeida Almeida;6.58
5505;Melissa Lima Sousa;1.72
18660;Paulo Rocha Pereira;1.33
556;Melissa Lima Goncalves;9.45
21584;Melissa Cunha Cunha;8.71
29467;Eduarda Pinto Ferreira;5.86
4558;Clara Pinto Cardoso;0.55
18098;Felipe Barros Sousa;0.85
15415;Melissa Goncalves Almeida;7.17
17366;Igor Araujo Cunha;2.89
10744;Lavinia Costa Castro;5.42
28297;Julieta Melo Sousa;0.82
2091;João Sousa Lima;7.09
8943;Danilo Souza Oliveira;3.15
18861;Luana Rocha Cardoso;7.15
13544;Bruna Silva Oliveira;1.91
24147;Rebeca Santos Pinto;2.34
5568;Diogo Azevedo Ferreira;5.10
29618;Sofia Rodrigues Cavalcanti;5.21
19735;Marisa Cardoso Cunha;1.27
10527;Luiza Alves Dias;1.08
7132;Isabelle Gomes Martins;4.46
20260;Fernanda Araujo Cardoso;6.78
11055;Mariana Oliveira Almeida;9.65
2214;Camila Gomes Alves;6.57
16748;Nicolash Carvalho Correia;7.58
19891;Luiza Almeida Azevedo;0.94
8014;Matilde Rodrigues Rodrigues;0.31
16802;Laura Souza Castro;6.16
7510;Caio Araujo Castro;1.72
23869;Carlos Pinto Pereira;2.24
14603;André Sousa Santos;5.63
28933;Lara Melo Correia;2.15
15595;Fábio Azevedo Martins;9.91
19790;Arthur Cavalcanti Cunha;6.25
1888;Nicolash Rocha Lima;3.35
28072;Diogo Ribeiro Sousa;0.83
9560;Paulo Dias Azevedo;6.05
7267;Marcos Castro Cunha;0.76
10885;Mateus Pereira Castro;8.52
15031;Nicole Pereira Melo;2.48
9737;Manuela Sousa Dias;2.97
15786;Manuela Barros Goncalves;8.59
28493;Rafael Azevedo Barbosa;3.88
26014;Beatrice Souza Azevedo;3.71
29122;Tiago Sousa Dias;2.89
2577;Guilherme Castro Carvalho;0.36
21617;Kauã Rodrigues Rocha;2.70
25614;Rafaela Azevedo Silva;1.96
20523;Bianca Ferreira Cunha;4.13
23801;Thaís Sousa Castro;2.51
9532;Larissa Dias Gomes;0.86
1864;Livia Costa Fernandes;9.76
4492;Marina Lima Azevedo;4.70
27193;Leonardo Martins Castro;8.83
13142;Antônio Ferreira Oliveira;8.73
23924;Ágatha Silva Barbosa;6.95
24529;Anna Cavalcanti Souza;9.51
16807;Mateus Cunha Silva;0.03
474;Leonardo Lima Santos;2.14
1584;Vinícius Costa Melo;6.24
11971;Carolina Ribeiro Santos;0.22
16103;Daniel Dias Gomes;8.77
27071;Davi Cardoso Santos;3.60
17423;Lara Melo Pinto;5.56
18639;Guilherme Castro Rocha;3.04
18362;Yasmin Goncalves Pereira;7.93
18905;Luis Ribeiro Dias;5.96
2598;Felipe Cardoso Barros;8.27
12402;Amanda Fernandes Silva;8.65
14550;Mateus Rodrigues Costa;0.92
17204;Douglas Correia Sousa;5.39
10496;Luis Araujo Souza;8.20
19863;Kauã Cavalcanti Azevedo;8.73
16605;Tiago Rocha Ribeiro;9.38
28843;Tânia Dias Souza;3.41
12552;Giovanna Costa Cardoso;1.90
15177;Mateus Melo Cunha;6.15
21889;Luana Alves Correia;5.37
8046;Nicolash Barros Lima;1.58
4370;Davi Melo Cardoso;6.05
16550;Gabrielly Barros Cunha;4.28
29295;Livia Fernandes Santos;3.69
10783;Erick Almeida Santos;3.75
22217;Brenda Melo Rodrigues;7.10
16947;Felipe Pereira Martins;2.97
3115;Gabriela Goncalves Sousa;9.63
8491;Eduardo Santos Barbosa;0.85
29620;Nicole Azevedo Oliveira;8.61
6273;Douglas Pereira Azevedo;2.76
3674;Paulo Castro Almeida;7.59
2662;Nicolas Silva Barros;6.21
5225;Miguel Martins Gomes;7.72
5010;Luís Almeida Araujo;4.04
23295;Amanda Cardoso Lima;6.71
10492;Gabrielle Cunha Castro;4.49
23044;Cauã Melo Pereira;9.01
29459;Ana Pereira Dias;9.82
13851;Leonardo Gomes Castro;7.97
9303;Julian Alves Barbosa;2.39
13477;Sofia Melo Cunha;6.08
2691;Miguel Goncalves Lima;5.18
5461;Ana Gomes Santos;8.42
23718;Evelyn Costa Rodrigues;5.66
24447;Mariana Barbosa Gomes;8.03
25563;Danilo Sousa Azevedo;2.56
23272;Luis Goncalves Carvalho;6.49
26197;Enzo Santos Araujo;8.02
18348;Bruna Silva Lima;7.32
4034;Tânia Cardoso Melo;0.20
233;Carla Lima Cunha;4.69
23526;Giovana Martins Almeida;9.93
24267;Lucas Pereira Araujo;0.15
4097;Miguel Lima Castro;7.98
19555;Rafaela Almeida Cardoso;2.03
7482;Mariana Pinto Ribeiro;4.82
5502;Sophia Rodrigues Santos;1.68
13331;Isabela Carvalho Souza;9.60
24450;Tiago Castro Almeida;4.38
9963;Isabella Melo Pereira;5.19
24630;Sophia Rodrigues Dias;8.41
15402;Isabella Pinto Gomes;8.34
29636;André Sousa Pereira;1.17
16158;Douglas Castro Oliveira;6.79
27926;Gabrielle Dias Araujo;5.58
19568;Brenda Ribeiro Cardoso;0.38
9664;Giovana Carvalho Ferreira;9.42
5670;Sofia Ferreira Rocha;8.00
9807;Rebeca Carvalho Sousa;2.01
1098;Ana Cunha Ferreira;5.36
29479;Breno Rocha Silva;2.17
12275;Samuel Castro Cavalcanti;6.04
27139;Ana Goncalves Rodrigues;1.72
9262;Melissa Sousa Dias;8.70
28723;Anna Sousa Ferreira;1.84
10957;Danilo Souza Carvalho;3.46
8740;Matilde Lima Dias;1.10
16149;Gabrielly Sousa Santos;2.59
22725;Kaua Almeida Azevedo;9.36
8185;Lucas Costa Cavalcanti;0.32
15895;Bianca Goncalves Costa;0.72
13529;Caio Silva Cardoso;1.98
18448;Breno Fernandes Carvalho;6.13
4686;Júlia Pereira Martins;8.23
26451;Tânia Goncalves Goncalves;3.63
21655;Gabriel Pinto Santos;0.60
3945;Gabriela Carvalho Oliveira;6.32
1794;Carlos Castro Gomes;9.91
27955;Antônio Cardoso Rodrigues;3.60
12562;Igor Ribeiro Cunha;9.95
5110;Felipe Martins Cunha;2.93
2620;Marisa Costa Cardoso;9.52
7998;Ágatha Alves Barros;5.53
5931;Emilly Araujo Fernandes;8.27
10032;Melissa Martins Rodrigues;6.33
3211;Pedro Gomes Castro;6.72
26557;Kauã Ribeiro Araujo;4.06
25089;Daniel Rocha Fernandes;4.07
11439;Ana Goncalves Goncalves;8.22
12059;Aline Carvalho Rocha;0.66
19939;Ágatha Dias Ferreira;8.50
14997;Marisa Melo Pereira;3.26
28911;Beatrice Cunha Almeida;9.34
8596;Carla Silva Carvalho;3.17
16763;Mariana Fernandes Fernandes;9.59
10696;Kaua Oliveira Azevedo;6.19
21006;Gabriel Ribeiro Araujo;3.45
22307;Júlia Alves Goncalves;3.38
14804;Beatrice Pereira Pereira;9.43
19459;Luana Martins Rodrigues;8.51
21544;Giovanna Ferreira Barbosa;7.47
3040;Antônio Souza Cunha;8.82
9850;Camila Cavalcanti Martins;1.97
8901;Gabrielly Alves Gomes;9.31
20023;Leila Rodrigues Silva;4.96
7897;Thaís Dias Santos;7.18
17226;Beatrice Cardoso Souza;8.65
19873;Thaís Silva Costa;5.33
12700;Martim Silva Melo;5.60
8798;Igor Martins Carvalho;2.48
20339;Leonor Martins Sousa;8.33
11668;Laura Cunha Ferreira;8.91
20977;Kauan Almeida Dias;9.87
24059;Nicole Ferreira Correia;9.93
22803;Amanda Oliveira Carvalho;8.73
6407;Gabrielle Pinto Pereira;3.58
9647;Maria Barbosa Barbosa;0.82
5510;Lucas Barros Ferreira;9.98
22218;Giovana Pereira Costa;2.40
13871;Marcos Castro Barros;3.74
11700;Sophia Alves Rocha;1.36
26635;Rafael Carvalho Almeida;9.97
5273;Isabelle Gomes Martins;5.62
26518;Igor Melo Costa;3.08
11203;Breno Ferreira Lima;8.37
5818;Bruna Souza Castro;5.56
7310;Mateus Lima Correia;6.98
19751;Gabriel Rodrigues Araujo;8.55
12945;Vitor Pereira Martins;1.80
5643;Arthur Sousa Ferreira;0.00
18056;Rebeca Oliveira Araujo;6.84
10186;Luis Barros Gomes;1.74
28554;Emily Melo Rodrigues;7.17
13626;Clara Dias Pinto;6.81
26207;Emilly Santos Alves;6.29
9370;Thiago Rodrigues Azevedo;2.18
3672;Sarah Cavalcanti Cardoso;1.09
11474;Mateus Carvalho Dias;9.99
18140;Nicole Alves Almeida;2.61
19824;Isabelle Oliveira Souza;5.57
23531;Ryan Castro Pinto;8.03
7050;Martim Pereira Gomes;4.32
2763;Julia Barbosa Ferreira;0.62
14996;Sofia Melo Fernandes;4.40
1305;Melissa Ribeiro Souza;4.51
3089;Martim Silva Fernandes;2.57
13137;Kai Costa Sousa;7.91
24253;Isabelle Cunha Costa;9.85
25643;Sarah Rocha Souza;7.00
10519;Enzo Pinto Cavalcanti;6.61
27375;Carlos Almeida Lima;1.55
6997;Sophia Castro Martins;9.11
5392;Sarah Rodrigues Dias;2.41
3075;Luiz Sousa Araujo;3.30
22072;Nicolas Ribeiro Silva;5.51
857;Thaís Castro Rodrigues;1.41
29939;Murilo Correia Santos;8.58
14740;Otávio Souza Costa;8.39
23326;Clara Almeida Ferreira;2.30
4135;Antônio Cardoso Ribeiro;4.52
4407;Giovanna Melo Gomes;6.02
23609;Carla Ribeiro Martins;6.38
25538;Nicolas Barros Lima;7.63
22761;Vinicius Gomes Silva;0.81
6943;Letícia Oliveira Correia;5.90
12433;Luana Souza Martins;6.61
23550;Marcos Correia Almeida;4.04
2704;Amanda Almeida Pinto;4.34
19072;Guilherme Barbosa Souza;1.42
23093;Miguel Santos Carvalho;6.78
27990;Yasmin Almeida Gomes;3.94
11182;Sarah Rocha Correia;2.19
7087;Luana Pereira Araujo;8.24
29701;Lavinia Silva Melo;2.08
19114;Nicole Cavalcanti Lima;7.39
27662;Kauan Correia Barros;4.67
21834;Antônio Silva Barbosa;4.19
7805;Isabelle Pereira Gomes;2.74
24223;Kauan Castro Fernandes;9.71
7449;Vitória Araujo Santos;1.07
11720;Marcos Gomes Pereira;1.74
29495;Giovanna Silva Sousa;4.07
12762;Luana Pereira Costa;5.07
6369;Evelyn Barros Ferreira;9.01
6613;Vitor Sousa Cavalcanti;7.64
604;Sophia Dias Silva;9.25
10661;Isabella Silva Oliveira;4.60
28473;Rodrigo Carvalho Castro;4.08
17813;Eduarda Gomes Pereira;5.29
29596;Leonardo Fernandes Pinto;8.25
29335;Julia Gomes Ferreira;7.01
5074;Isabelle Cunha Pinto;3.18
3191;Bruno Goncalves Fernandes;5.88
21274;Eduardo Alves Rodrigues;4.68
7649;Thaís Costa Almeida;8.44
25310;Kauê Oliveira Ribeiro;2.72
16447;Nicole Melo Azevedo;6.95
24066;Julieta Souza Oliveira;9.74
24704;Marina Fernandes Barros;7.69
11590;Sophia Melo Sousa;1.58
25179;Fábio Correia Cunha;8.91
13159;Bruno Rocha Cavalcanti;6.31
20790;João Barros Barros;4.33
5385;Mariana Correia Gomes;2.01
20372;Alice Souza Almeida;0.07
27626;Marcos Santos Costa;8.52
1590;Kauã Castro Pereira;5.59
1941;Fernanda Oliveira Oliveira;3.87
12440;Kai Cardoso Barros;3.28
28728;José Dias Azevedo;4.67
387;Alice Barbosa Azevedo;6.25
16230;Evelyn Pereira Melo;6.15
11375;Mariana Barros Carvalho;7.61
17683;Lara Barbosa Cavalcanti;5.32
24893;Thiago Barros Barros;4.47
4858;Miguel Dias Barros;5.77
11153;Vinícius Oliveira Sousa;9.34
22894;Renan Melo Lima;3.03
19286;Luís Correia Almeida;4.29
12394;Leonor Santos Pinto;9.57
6565;Maria Martins Fernandes;8.06
18042;José Rodrigues Sousa;5.03
8092;Matilde Carvalho Rocha;1.52
8898;Isabelle Rodrigues Martins;1.56
1652;Arthur Lima Goncalves;7.77
25843;Alice Pinto Gomes;7.31
7266;Giovana Melo Rodrigues;7.78
19141;Julian Correia Almeida;3.79
13075;Guilherme Oliveira Cunha;4.64
25517;Mateus Ferreira Goncalves;2.76
5374;Arthur Dias Lima;7.84
6897;Mateus Santos Ferreira;6.20
25795;Igor Melo Ribeiro;8.46
28183;Renan Barbosa Ribeiro;2.17
1715;José Sousa Santos;9.55
22902;Melissa Fernandes Azevedo;9.03
14363;André Silva Almeida;2.61
22465;André Barros Ribeiro;8.69
14394;Emily Alves Souza;1.31
29762;Alice Barbosa Oliveira;5.30
25208;Isabela Carvalho Correia;3.13
28413;Raissa Rodrigues Rodrigues;2.00
7312;Nicole Goncalves Correia;4.19
8585;Beatrice Ribeiro Dias;3.97
24552;Rafael Melo Cunha;4.14
4676;Clara Fernandes Correia;7.74
10749;Caio Araujo Carvalho;0.95
27435;Paulo Silva Alves;5.57
25077;Diogo Azevedo Ribeiro;7.38
27712;Sarah Costa Cunha;6.14
21928;Joao Silva Rocha;7.68
13502;Luan Souza Correia;0.84
14703;Giovanna Castro Sousa;1.43
24350;Kai Costa Costa;2.73
25688;Rafaela Cavalcanti Pereira;5.49
12118;Alex Silva Almeida;5.64
3284;Kauan Sousa Ribeiro;5.50
10201;Murilo Cunha Costa;5.61
22698;Diego Cunha Rocha;6.97
11917;Kauê Carvalho Carvalho;8.38
29756;Nicole Martins Silva;0.68
17042;Bruno Correia Almeida;6.84
24631;Diego Carvalho Goncalves;7.46
12055;Vitor Cardoso Castro;5.73
